review_id,question_id,question_text,paper_id,doi,title,abstract,abstract_available,reviewer_id,reviewed_at,review_status,overall_relevance_grade,overall_reason,needs_fulltext,question_structure_feedback,rubric_version
R8c48e13a5e98,Q01,생성형 AI가 UX 디자이너의 아이디어 다양성에 미치는 영향,https://openalex.org/W4394894101,https://doi.org/10.1016/j.ijis.2024.04.004,The Metaverse: Innovations and generative AI,"Today, the Metaverse consists of various platforms, including digital twins of the physical world as well as virtual and blended digital-material environments that offer immersive experiences for individual users. By going beyond solely physical or virtual realms, these platforms unlock new possibilities for exploration, experimentation, and interaction. This makes it possible to transcend the limitations of innovation processes confined to physical locations, so the Metaverse is thus poised to drive groundbreaking innovations. This article explores the Metaverse as an innovation platform, its opportunities and challenges, including the role of generative AI in it. It discusses how the Metaverse, as a collaboration, creativity, and technological platform, supports innovation potential. By embracing the possibilities and challenges offered by the Metaverse and leveraging the capabilities of generative AI within it, a future in which individuals can truly explore novel synergies between the physical and digital realms, thriving various kinds of innovations. It is crucial to achieve holistic sustainability impacts both within the Metaverse innovation platform and as its outputs.",True,,,NOT_REVIEWED,,,,,0.1
R876838cbd54e,Q01,생성형 AI가 UX 디자이너의 아이디어 다양성에 미치는 영향,https://openalex.org/W4220747294,https://doi.org/10.1145/3491102.3502030,CoAuthor: Designing a Human-AI Collaborative Writing Dataset for Exploring Language Model Capabilities,"Large language models (LMs) offer unprecedented language generation capabilities and exciting opportunities for interaction design. However, their highly context-dependent capabilities are difficult to grasp and are often subjectively interpreted. In this paper, we argue that by curating and analyzing large interaction datasets, the HCI community can foster more incisive examinations of LMs’ generative capabilities. Exemplifying this approach, we present CoAuthor, a dataset designed for revealing GPT-3’s capabilities in assisting creative and argumentative writing. CoAuthor captures rich interactions between 63 writers and four instances of GPT-3 across 1445 writing sessions. We demonstrate that CoAuthor can address questions about GPT-3’s language, ideation, and collaboration capabilities, and reveal its contribution as a writing “collaborator” under various definitions of good collaboration. Finally, we discuss how this work may facilitate a more principled discussion around LMs’ promises and pitfalls in relation to interaction design. The dataset and an interface for replaying the writing sessions are publicly available at https://coauthor.stanford.edu.",True,,,NOT_REVIEWED,,,,,0.1
R41126d9a7f74,Q01,생성형 AI가 UX 디자이너의 아이디어 다양성에 미치는 영향,https://openalex.org/W4392239564,https://doi.org/10.1080/03075079.2024.2323593,Human-AI collaboration patterns in AI-assisted academic writing,"Artificial Intelligence (AI) has increasingly influenced higher education, notably in academic writing where AI-powered assisting tools offer both opportunities and challenges.Recently, the rapid growth of generative AI (GAI) has brought its impacts into sharper focus, yet the dynamics of its utilisation in academic writing remain largely unexplored.This paper focuses on examining the nature of human-AI interactions in academic writing, specifically investigating the strategies doctoral students employ when collaborating with a GAI-powered assisting tool.This study involves 626 recorded activities on how ten doctoral students interact with GAI-powered assisting tool during academic writing.AIdriven learning analytics approach was adopted for three layered analyses: (1) data pre-processing and analysis with quantitative content analysis, (2) sequence analysis with Hidden Markov Model (HMM) and hierarchical sequence clustering, and (3) pattern analysis with process mining.Findings indicate that doctoral students engaging in iterative, highly interactive processes with the GAI-powered assisting tool generally achieve better performance in the writing task.In contrast, those who use GAI merely as a supplementary information source, maintaining a linear writing approach, tend to get lower writing performance.This study points to the need for further investigations into human-AI collaboration in learning in higher education, with implications for tailored educational strategies and solutions.",True,,,NOT_REVIEWED,,,,,0.1
Re2c2b96f092f,Q01,생성형 AI가 UX 디자이너의 아이디어 다양성에 미치는 영향,https://openalex.org/W4409885395,https://doi.org/10.1145/3706598.3713778,The Impact of Generative AI on Critical Thinking: Self-Reported Reductions in Cognitive Effort and Confidence Effects From a Survey of Knowledge Workers,"The rise of Generative AI (GenAI) in knowledge workflows raises questions about its impact on critical thinking skills and practices.We survey 319 knowledge workers to investigate 1) when and how they perceive the enaction of critical thinking when using GenAI, and 2) when and why GenAI affects their effort to do so.Participants shared 936 first-hand examples of using GenAI in work tasks.Quantitatively, when considering both task-and user-specific factors, a user's task-specific self-confidence and confidence in GenAI are predictive of whether critical thinking is enacted and the effort of doing so in GenAI-assisted tasks.Specifically, higher confidence in GenAI is associated with less critical thinking, while higher self-confidence is associated with more critical thinking.Qualitatively, GenAI shifts the nature of critical thinking toward information verification, response integration, and task stewardship.Our insights reveal new design challenges and opportunities for developing GenAI tools for knowledge work.",True,,,NOT_REVIEWED,,,,,0.1
R914203dc422d,Q01,생성형 AI가 UX 디자이너의 아이디어 다양성에 미치는 영향,https://openalex.org/W4406850244,https://doi.org/10.3389/fpsyg.2024.1455015,The influence of generative artificial intelligence on creative cognition of design students: a chain mediation model of self-efficacy and anxiety,"Introduction This study investigated the role of generative Artificial Intelligence (AI) in enhancing the creative cognition of design students, examining the mediating effects of self-efficacy and anxiety reduction. Methods A quantitative approach was employed, collecting data through online surveys from 121 design students at universities in southern China. The study utilized scales for AI knowledge and perception, self-efficacy, anxiety, and creative cognition, adapted from previous studies and evaluated on 5-point Likert scales. Data analysis was conducted using SPSS 24.0 for exploratory factor analysis and PROCESS v3.5 for mediation analysis. Results The findings confirmed that AI positively impacted students’ innovative thinking (* β * = 0.610, * p * < 0.001). Self-efficacy (standardized * β * = 0.256, 95% CI [0.140, 0.418], * p * < 0.001) and anxiety reduction (standardized * β * = 0.093, 95% CI [0.018, 0.195], * p * < 0.05) positively mediated the relationship between generative AI and creative cognition. Additionally, a serial mediation effect through self-efficacy and anxiety reduction was observed (standardized * β * = 0.053, 95% CI [0.012, 0.114], * p * < 0.05). Discussion Our empirical analysis demonstrates that AI positively affects design students’ innovative thinking, with self-efficacy and anxiety reduction serving as significant mediators. These findings provide valuable insights for educators and policymakers, suggesting that AI-integrated design curricula can significantly foster creative cognition, promote academic achievement, and enhance designer capabilities. Understanding AI’s impact on students’ creative processes is crucial for developing effective teaching strategies in today’s evolving educational landscape.",True,,,NOT_REVIEWED,,,,,0.1
Rf002b743d85f,Q01,생성형 AI가 UX 디자이너의 아이디어 다양성에 미치는 영향,https://openalex.org/W4388624604,https://doi.org/10.1109/tpami.2023.3331846,Towards Human-Centered Explainable AI: A Survey of User Studies for Model Explanations,"Explainable AI (XAI) is widely viewed as a sine qua non for ever-expanding AI research. A better understanding of the needs of XAI users, as well as human-centered evaluations of explainable models are both a necessity and a challenge. In this paper, we explore how human-computer interaction (HCI) and AI researchers conduct user studies in XAI applications based on a systematic literature review. After identifying and thoroughly analyzing 97 core papers with human-based XAI evaluations over the past five years, we categorize them along the measured characteristics of explanatory methods, namely trust, understanding, usability, and human-AI collaboration performance. Our research shows that XAI is spreading more rapidly in certain application domains, such as recommender systems than in others, but that user evaluations are still rather sparse and incorporate hardly any insights from cognitive or social sciences. Based on a comprehensive discussion of best practices, i.e., common models, design choices, and measures in user studies, we propose practical guidelines on designing and conducting user studies for XAI researchers and practitioners. Lastly, this survey also highlights several open research directions, particularly linking psychological science and human-centered XAI.",True,,,NOT_REVIEWED,,,,,0.1
Ra9d9688b542c,Q01,생성형 AI가 UX 디자이너의 아이디어 다양성에 미치는 영향,https://openalex.org/W4385938190,https://doi.org/10.1109/access.2023.3306235,AI Assisted Fashion Design: A Review,"This review explores the integration of enhanced personalization and seamless multimodal interfaces in the field of fashion design and recommendation. We examine the increasing demand for personalized fashion experiences and the potential of multimodal interfaces in facilitating effective communication between designers and users. By leveraging user preferences, body measurements, and style choices, artificial intelligence (AI) systems can deliver highly personalized fashion recommendations. The integration of various input modalities, including text, images and sketches, enables designers and users to communicate their design ideas with ease. The primary results highlight the transformative potential of enhanced personalization and seamless multimodal interfaces, empowering designers and consumers to co-create unique and personalized designs. This paradigm shift fosters a deeper level of engagement and creativity within the fashion industry. Embracing this advancement unlocks unprecedented opportunities for designers, brands, and consumers, ushering in a new era of innovation and creativity in fashion design.",True,,,NOT_REVIEWED,,,,,0.1
R4efd1a7a69d5,Q01,생성형 AI가 UX 디자이너의 아이디어 다양성에 미치는 영향,https://openalex.org/W4402118103,https://doi.org/10.24059/olj.v28i3.4458,The Use of Generative AI to Support Inclusivity and Design Deliberation for Online Instruction,"Generative AI presents significant opportunities for instructional designers to revolutionize content creation and personalization in online learning environments. This paper explores how generative AI can streamline content generation processes, enhance adaptability to individual learner needs, and improve feedback mechanisms, ultimately fostering more engaging and inclusive learning experiences. Alongside its benefits, generative AI also poses ethical considerations and potential risks, such as perpetuating biases or disrupting the learning process. Navigating these complexities requires a deliberate approach to design deliberation, that involves careful analysis, discussion, and decision-making throughout the design process. This paper proposes a conceptual framework to support instructional designers in leveraging generative AI to promote inclusivity within their design deliberations, emphasizing the importance of addressing ethical considerations and engaging in iterative design practices.",True,,,NOT_REVIEWED,,,,,0.1
Rfaaa3dd74eff,Q01,생성형 AI가 UX 디자이너의 아이디어 다양성에 미치는 영향,https://openalex.org/W4400142550,https://doi.org/10.1145/3643834.3661588,DesignPrompt: Using Multimodal Interaction for Design Exploration with Generative AI,"Visually oriented designers often struggle to create effective generative AI (GenAI) prompts. A preliminary study identified specific issues in composing and fine-tuning prompts, as well as needs in accurately translating intentions into rich input. We developed DesignPrompt, a moodboard tool that lets designers combine multiple modalities — images, color, text — into a single GenAI prompt and tweak the results. We ran a comparative structured observation study with 12 professional designers to better understand their intent expression, expectation alignment and transparency perception using DesignPrompt and text input GenAI. We found that multimodal prompt input encouraged designers to explore and express themselves more effectively. Designer’s interaction preferences change according to their overall sense of control over the GenAI and whether they are seeking inspiration or a specific image. Designers developed innovative uses of DesignPrompt, including developing elaborate multimodal prompts and creating a multimodal prompt pattern to maximize novelty while ensuring consistency.",True,,,NOT_REVIEWED,,,,,0.1
R9c9013dc64e6,Q01,생성형 AI가 UX 디자이너의 아이디어 다양성에 미치는 영향,https://openalex.org/W4400578758,https://doi.org/10.1126/sciadv.adn5290,Generative AI enhances individual creativity but reduces the collective diversity of novel content,"Creativity is core to being human. Generative artificial intelligence (AI)-including powerful large language models (LLMs)-holds promise for humans to be more creative by offering new ideas, or less creative by anchoring on generative AI ideas. We study the causal impact of generative AI ideas on the production of short stories in an online experiment where some writers obtained story ideas from an LLM. We find that access to generative AI ideas causes stories to be evaluated as more creative, better written, and more enjoyable, especially among less creative writers. However, generative AI-enabled stories are more similar to each other than stories by humans alone. These results point to an increase in individual creativity at the risk of losing collective novelty. This dynamic resembles a social dilemma: With generative AI, writers are individually better off, but collectively a narrower scope of novel content is produced. Our results have implications for researchers, policy-makers, and practitioners interested in bolstering creativity.",True,,,NOT_REVIEWED,,,,,0.1
R4aa17c1d1726,Q01,생성형 AI가 UX 디자이너의 아이디어 다양성에 미치는 영향,https://openalex.org/W4368367885,https://doi.org/10.3389/frai.2023.1169595,"ChatGPT in medicine: an overview of its applications, advantages, limitations, future prospects, and ethical considerations","This paper presents an analysis of the advantages, limitations, ethical considerations, future prospects, and practical applications of ChatGPT and artificial intelligence (AI) in the healthcare and medical domains. ChatGPT is an advanced language model that uses deep learning techniques to produce human-like responses to natural language inputs. It is part of the family of generative pre-training transformer (GPT) models developed by OpenAI and is currently one of the largest publicly available language models. ChatGPT is capable of capturing the nuances and intricacies of human language, allowing it to generate appropriate and contextually relevant responses across a broad spectrum of prompts. The potential applications of ChatGPT in the medical field range from identifying potential research topics to assisting professionals in clinical and laboratory diagnosis. Additionally, it can be used to help medical students, doctors, nurses, and all members of the healthcare fraternity to know about updates and new developments in their respective fields. The development of virtual assistants to aid patients in managing their health is another important application of ChatGPT in medicine. Despite its potential applications, the use of ChatGPT and other AI tools in medical writing also poses ethical and legal concerns. These include possible infringement of copyright laws, medico-legal complications, and the need for transparency in AI-generated content. In conclusion, ChatGPT has several potential applications in the medical and healthcare fields. However, these applications come with several limitations and ethical considerations which are presented in detail along with future prospects in medicine and healthcare.",True,,,NOT_REVIEWED,,,,,0.1
R356f6ee6bade,Q01,생성형 AI가 UX 디자이너의 아이디어 다양성에 미치는 영향,https://openalex.org/W4402517157,https://doi.org/10.1080/09544828.2024.2401751,Empowering design innovation using AI-generated content,"Innovation in design is increasingly crucial to satisfy the growing demand for user-centric products and mitigate the effects caused by design uncertainties. Recently, the integration of AI technologies into product design processes has ignited unprecedented opportunities for design innovation, offering novel opportunities to augment processes and enhance design outcomes. AI-generated content (AIGC) represents emerging AI technologies that can efficiently generate quality design data across various modalities such as texts, images, audio, video and simulated sensor data. With such technology, designers are enabled to simplify and expedite the design process while ensuring the creation and production of high-quality design objects. This study aims to report the role of state-of-the-art AIGC technologies, how they will drive design innovation and identify their promising future applications. It delves into the vision, challenges, and opportunities presented by AIGC technologies, offering insights to inspire further research agenda. By leveraging various AIGC technologies, designers can unlock new avenues for creativity and productivity, ultimately shaping the future of design innovation.",True,,,NOT_REVIEWED,,,,,0.1
R742fe1fbd62b,Q01,생성형 AI가 UX 디자이너의 아이디어 다양성에 미치는 영향,https://openalex.org/W3163054706,https://doi.org/10.1145/3411764.3445219,AI as Social Glue: Uncovering the Roles of Deep Generative AI during Social Music Composition,"Recent advances in deep generative neural networks have made it possible for artificial intelligence to actively collaborate with human beings in co-creating novel content (e.g. music, art). While substantial research focuses on (individual) human-AI collaborations, comparatively less research examines how AI can play a role in human-human collaborations during co-creation. In a qualitative lab study, we observed 30 participants (15 pairs) compose a musical phrase in pairs, both with and without AI. Our findings reveal that AI may play important roles in influencing human social dynamics during creativity, including: 1) implicitly seeding a common ground at the start of collaboration, 2) acting as a psychological safety net in creative risk-taking, 3) providing a force for group progress, 4) mitigating interpersonal stalling and friction, and 5) altering users’ collaborative and creative roles. This work contributes to the future of generative AI in social creativity by providing implications for how AI could enrich, impede, or alter creative social dynamics in the years to come.",True,,,NOT_REVIEWED,,,,,0.1
R48db813ed677,Q01,생성형 AI가 UX 디자이너의 아이디어 다양성에 미치는 영향,https://openalex.org/W4390050383,https://doi.org/10.31219/osf.io/hdjpk,The Uneven Impact of Generative AI on Entrepreneurial Performance,"Scalable and low-cost AI assistance has the potential to improve firm decision-making and economic performance. However, running a business involves a myriad of open-ended problems, making it difficult to know whether recent AI advances can help business owners make better decisions in real-world markets. In a field experiment with Kenyan entrepreneurs, we assessed the impact of AI advice on small business revenues and profits by randomizing access to a GPT-4-powered AI business assistant via WhatsApp. While we are unable to reject the null hypothesis that there is no average treatment effect, we find the treatment effect for entrepreneurs who were high performing at baseline to be 0.27 standard deviations greater than for low performers. Sub-sample analyses show high performers benefited by just over 15% from the AI assistant, whereas low performers did about 8% worse. This increase in performance inequality does not stem from differences in the questions posed to or advice received from the AI, but from how entrepreneurs selected from and implemented the AI advice they received. More broadly, our findings demonstrate that generative AI is already capable of impacting—though in uneven and unexpected ways—real, open-ended, and unstructured business decisions.",True,,,NOT_REVIEWED,,,,,0.1
R1e7ff000ae26,Q01,생성형 AI가 UX 디자이너의 아이디어 다양성에 미치는 영향,https://openalex.org/W4400722369,https://doi.org/10.1016/j.techsoc.2024.102662,Exploring collaborative decision-making: A quasi-experimental study of human and Generative AI interaction,"This paper explores the effects of integrating Generative Artificial Intelligence (GAI) into decision-making processes within organizations, employing a quasi-experimental pretest-posttest design. The study examines the synergistic interaction between Human Intelligence (HI) and GAI across four group decision-making scenarios within three global organizations renowned for their cutting-edge operational techniques. The research progresses through several phases: identifying research problems, collecting baseline data on decision-making, implementing AI interventions, and evaluating the outcomes post-intervention to identify shifts in performance. The results demonstrate that GAI effectively reduces human cognitive burdens and mitigates heuristic biases by offering data-driven support and predictive analytics, grounded in System 2 reasoning. This is particularly valuable in complex situations characterized by unfamiliarity and information overload, where intuitive, System 1 thinking is less effective. However, the study also uncovers challenges related to GAI integration, such as potential over-reliance on technology, intrinsic biases particularly ‘out-of-the-box’ thinking without contextual creativity. To address these issues, this paper proposes an innovative strategic framework for HI-GAI collaboration that emphasizes transparency, accountability, and inclusiveness.",True,,,NOT_REVIEWED,,,,,0.1
R83b586f39680,Q01,생성형 AI가 UX 디자이너의 아이디어 다양성에 미치는 영향,https://openalex.org/W4220962633,https://doi.org/10.1145/3490099.3511119,Investigating Explainability of Generative AI for Code through Scenario-based Design,"What does it mean for a generative AI model to be explainable? The emergent discipline of explainable AI (XAI) has made great strides in helping people understand discriminative models. Less attention has been paid to generative models that produce artifacts, rather than decisions, as output. Meanwhile, generative AI (GenAI) technologies are maturing and being applied to application domains such as software engineering. Using scenario-based design and question-driven XAI design approaches, we explore users’ explainability needs for GenAI in three software engineering use cases: natural language to code, code translation, and code auto-completion. We conducted 9 workshops with 43 software engineers in which real examples from state-of-the-art generative AI models were used to elicit users’ explainability needs. Drawing from prior work, we also propose 4 types of XAI features for GenAI for code and gathered additional design ideas from participants. Our work explores explainability needs for GenAI for code and demonstrates how human-centered approaches can drive the technical development of XAI in novel domains.",True,,,NOT_REVIEWED,,,,,0.1
Rb791f9eede94,Q01,생성형 AI가 UX 디자이너의 아이디어 다양성에 미치는 영향,https://openalex.org/W4391556516,https://doi.org/10.1145/3635636.3656204,Homogenization Effects of Large Language Models on Human Creative Ideation,"Large language models (LLMs) are now being used in a wide variety of contexts, including as creativity support tools (CSTs) intended to help their users come up with new ideas. But do LLMs actually support user creativity? We hypothesized that the use of an LLM as a CST might make the LLM’s users feel more creative, and even broaden the range of ideas suggested by each individual user, but also homogenize the ideas suggested by different users. We conducted a 36-participant comparative user study and found, in accordance with the homogenization hypothesis, that different users tended to produce less semantically distinct ideas with ChatGPT than with an alternative CST. Additionally, ChatGPT users generated a greater number of more detailed ideas, but felt less responsible for the ideas they generated. We discuss potential implications of these findings for users, designers, and developers of LLM-based CSTs.",True,,,NOT_REVIEWED,,,,,0.1
