review_id,question_id,search_run_id,candidate_id,paper_id
R83b586f39680,Q01,Q01-diagnostic-v01,Q01-diagnostic-v01:W4220962633,https://openalex.org/W4220962633
Rb791f9eede94,Q01,Q01-diagnostic-v01,Q01-diagnostic-v01:W4391556516,https://openalex.org/W4391556516
R4e3a44577eff,Q01,Q01-diagnostic-v01,Q01-diagnostic-v01:W4398194538,https://openalex.org/W4398194538
R048085b36ccf,Q01,Q01-diagnostic-v01,Q01-diagnostic-v01:W4410722094,https://openalex.org/W4410722094
Rde3925a86c27,Q01,Q01-diagnostic-v01,Q01-diagnostic-v01:W4401533174,https://openalex.org/W4401533174
R340df3b78b2b,Q01,Q01-diagnostic-v01,Q01-diagnostic-v01:W4392205984,https://openalex.org/W4392205984
Rf6115f7e0369,Q01,Q01-diagnostic-v01,Q01-diagnostic-v01:W4321472415,https://openalex.org/W4321472415
R1ad617036525,Q01,Q01-diagnostic-v01,Q01-diagnostic-v01:W4405628342,https://openalex.org/W4405628342
R86a1cb5d2444,Q01,Q01-diagnostic-v01,Q01-diagnostic-v01:W4409346353,https://openalex.org/W4409346353
R1288e88e037d,Q01,Q01-diagnostic-v01,Q01-diagnostic-v01:W4399440075,https://openalex.org/W4399440075
R20450745970b,Q01,Q01-diagnostic-v01,Q01-diagnostic-v01:W4391988393,https://openalex.org/W4391988393
R194ab09e0e99,Q01,Q01-diagnostic-v01,Q01-diagnostic-v01:W4318611897,https://openalex.org/W4318611897
R59bbd234d230,Q01,Q01-diagnostic-v01,Q01-diagnostic-v01:W3094628896,https://openalex.org/W3094628896
R4afc3d057ae6,Q01,Q01-diagnostic-v01,Q01-diagnostic-v01:W4391830676,https://openalex.org/W4391830676
R7c1a7c5baf72,Q01,Q01-diagnostic-v01,Q01-diagnostic-v01:W3203321135,https://openalex.org/W3203321135
R3955bf868164,Q01,Q01-diagnostic-v01,Q01-diagnostic-v01:W4390813588,https://openalex.org/W4390813588
R7b374250cf40,Q01,Q01-diagnostic-v01,Q01-diagnostic-v01:W4411166620,https://openalex.org/W4411166620
Raee746a04174,Q01,Q01-diagnostic-v01,Q01-diagnostic-v01:W4388461519,https://openalex.org/W4388461519
R8055e6695be4,Q01,Q01-diagnostic-v01,Q01-diagnostic-v01:W4393241148,https://openalex.org/W4393241148
Rfa19eeade98a,Q01,Q01-diagnostic-v01,Q01-diagnostic-v01:W4402601985,https://openalex.org/W4402601985
R38074c6f72a5,Q01,Q01-diagnostic-v01,Q01-diagnostic-v01:W4404518338,https://openalex.org/W4404518338
R608d03d9bb3b,Q01,Q01-diagnostic-v01,Q01-diagnostic-v01:W3157327767,https://openalex.org/W3157327767
Rb36e116f24df,Q01,Q01-diagnostic-v01,Q01-diagnostic-v01:W4392094166,https://openalex.org/W4392094166
R542980214c76,Q01,Q01-diagnostic-v01,Q01-diagnostic-v01:W4413735513,https://openalex.org/W4413735513
R0ecc7507a642,Q01,Q01-diagnostic-v01,Q01-diagnostic-v01:W4366549631,https://openalex.org/W4366549631
Rc3572f50b53e,Q02,Q02-diagnostic-v01,Q02-diagnostic-v01:W4387628939,https://openalex.org/W4387628939
R51f5166d3d64,Q02,Q02-diagnostic-v01,Q02-diagnostic-v01:W4393241148,https://openalex.org/W4393241148
R20eea68b13cc,Q02,Q02-diagnostic-v01,Q02-diagnostic-v01:W4384520713,https://openalex.org/W4384520713
R65e1a2414e83,Q02,Q02-diagnostic-v01,Q02-diagnostic-v01:W4390050383,https://openalex.org/W4390050383
R209836bf496a,Q02,Q02-diagnostic-v01,Q02-diagnostic-v01:W4413735513,https://openalex.org/W4413735513
R578ff2b4e21e,Q02,Q02-diagnostic-v01,Q02-diagnostic-v01:W4220747294,https://openalex.org/W4220747294
R95d84897774a,Q02,Q02-diagnostic-v01,Q02-diagnostic-v01:W4368367885,https://openalex.org/W4368367885
Rcafe9065cd57,Q02,Q02-diagnostic-v01,Q02-diagnostic-v01:W4400113154,https://openalex.org/W4400113154
R48a8bb5cf4a5,Q02,Q02-diagnostic-v01,Q02-diagnostic-v01:W4409885395,https://openalex.org/W4409885395
R071108c6d803,Q02,Q02-diagnostic-v01,Q02-diagnostic-v01:W4398194538,https://openalex.org/W4398194538
R14a332aa5cc8,Q02,Q02-diagnostic-v01,Q02-diagnostic-v01:W4321472415,https://openalex.org/W4321472415
R3b9a45f01a20,Q02,Q02-diagnostic-v01,Q02-diagnostic-v01:W4402601985,https://openalex.org/W4402601985
R60cb42b14795,Q02,Q02-diagnostic-v01,Q02-diagnostic-v01:W4411166620,https://openalex.org/W4411166620
R2c6ee1d8730a,Q02,Q02-diagnostic-v01,Q02-diagnostic-v01:W4394894101,https://openalex.org/W4394894101
Radfd45687bae,Q02,Q02-diagnostic-v01,Q02-diagnostic-v01:W3163054706,https://openalex.org/W3163054706
R7d249184425e,Q02,Q02-diagnostic-v01,Q02-diagnostic-v01:W4403424095,https://openalex.org/W4403424095
Rc47a7bea9162,Q02,Q02-diagnostic-v01,Q02-diagnostic-v01:W4402118103,https://openalex.org/W4402118103
R150d3d687cb1,Q02,Q02-diagnostic-v01,Q02-diagnostic-v01:W4220962633,https://openalex.org/W4220962633
R34e20e713fc7,Q02,Q02-diagnostic-v01,Q02-diagnostic-v01:W4383679937,https://openalex.org/W4383679937
R939b1b1e4fcc,Q02,Q02-diagnostic-v01,Q02-diagnostic-v01:W3203321135,https://openalex.org/W3203321135
Rffd26f1f8747,Q02,Q02-diagnostic-v01,Q02-diagnostic-v01:W4401889575,https://openalex.org/W4401889575
R63101f28a408,Q02,Q02-diagnostic-v01,Q02-diagnostic-v01:W4391988393,https://openalex.org/W4391988393
R02917dc139c4,Q02,Q02-diagnostic-v01,Q02-diagnostic-v01:W4406850244,https://openalex.org/W4406850244
Rbcc41c7c30bc,Q02,Q02-diagnostic-v01,Q02-diagnostic-v01:W4404518338,https://openalex.org/W4404518338
R32e5bf06e08a,Q02,Q02-diagnostic-v01,Q02-diagnostic-v01:W4388624604,https://openalex.org/W4388624604
R7c7297a75206,Q02,Q02-diagnostic-v01,Q02-diagnostic-v01:W4392094166,https://openalex.org/W4392094166
R74dfe023fe82,Q02,Q02-diagnostic-v01,Q02-diagnostic-v01:W4400578758,https://openalex.org/W4400578758
R8d0c09f59985,Q02,Q02-diagnostic-v01,Q02-diagnostic-v01:W4401867536,https://openalex.org/W4401867536
R3b199df56c90,Q02,Q02-diagnostic-v01,Q02-diagnostic-v01:W4390813588,https://openalex.org/W4390813588
R4b0cc10d7172,Q02,Q02-diagnostic-v01,Q02-diagnostic-v01:W4400722369,https://openalex.org/W4400722369
Rc1fc01da6d39,Q02,Q02-diagnostic-v01,Q02-diagnostic-v01:W3094628896,https://openalex.org/W3094628896
Rfa8d8b9b8fde,Q02,Q02-diagnostic-v01,Q02-diagnostic-v01:W4400142550,https://openalex.org/W4400142550
Rd049f4701eb2,Q02,Q02-diagnostic-v01,Q02-diagnostic-v01:W4405628342,https://openalex.org/W4405628342
R21ee979574ee,Q02,Q02-diagnostic-v01,Q02-diagnostic-v01:W4392239564,https://openalex.org/W4392239564
R56604e57bb3a,Q02,Q02-diagnostic-v01,Q02-diagnostic-v01:W4396827179,https://openalex.org/W4396827179
R92f49ecafa62,Q02,Q02-diagnostic-v01,Q02-diagnostic-v01:W4391830676,https://openalex.org/W4391830676
R4ec45923af5a,Q02,Q02-diagnostic-v01,Q02-diagnostic-v01:W4366549631,https://openalex.org/W4366549631
Rd6a65fd8380a,Q02,Q02-diagnostic-v01,Q02-diagnostic-v01:W4392205984,https://openalex.org/W4392205984
R2d37929fb35f,Q02,Q02-diagnostic-v01,Q02-diagnostic-v01:W4388461519,https://openalex.org/W4388461519
R29c581e3d221,Q02,Q02-diagnostic-v01,Q02-diagnostic-v01:W3157327767,https://openalex.org/W3157327767
R8879976ef452,Q02,Q02-diagnostic-v01,Q02-diagnostic-v01:W4318611897,https://openalex.org/W4318611897
R2a3a60bb70f9,Q02,Q02-diagnostic-v01,Q02-diagnostic-v01:W4410722094,https://openalex.org/W4410722094
Rd8a99e1b157b,Q02,Q02-diagnostic-v01,Q02-diagnostic-v01:W4366729084,https://openalex.org/W4366729084
Re9798a172a40,Q02,Q02-diagnostic-v01,Q02-diagnostic-v01:W4402517157,https://openalex.org/W4402517157
R61af5d51bbd0,Q02,Q02-diagnostic-v01,Q02-diagnostic-v01:W4409346353,https://openalex.org/W4409346353
R1b4311974f4c,Q02,Q02-diagnostic-v01,Q02-diagnostic-v01:W4401533174,https://openalex.org/W4401533174
R0bf8e2e3268c,Q02,Q02-diagnostic-v01,Q02-diagnostic-v01:W4385938190,https://openalex.org/W4385938190
R9d03b21a9a32,Q02,Q02-diagnostic-v01,Q02-diagnostic-v01:W4391556516,https://openalex.org/W4391556516
R81954c7f7f43,Q02,Q02-diagnostic-v01,Q02-diagnostic-v01:W4389992156,https://openalex.org/W4389992156
R90b6440dd8e2,Q02,Q02-diagnostic-v01,Q02-diagnostic-v01:W4399440075,https://openalex.org/W4399440075
R482f096e7013,Q03,Q03-diagnostic-v01,Q03-diagnostic-v01:W4376139682,https://openalex.org/W4376139682
R234d322dddce,Q03,Q03-diagnostic-v01,Q03-diagnostic-v01:W4376626501,https://openalex.org/W4376626501
R441f4633e875,Q03,Q03-diagnostic-v01,Q03-diagnostic-v01:W4391137578,https://openalex.org/W4391137578
Ra2802edfc8ee,Q03,Q03-diagnostic-v01,Q03-diagnostic-v01:W4315498228,https://openalex.org/W4315498228
Re29ed91c2c06,Q03,Q03-diagnostic-v01,Q03-diagnostic-v01:W4321499901,https://openalex.org/W4321499901
R403fbd3ea4c6,Q03,Q03-diagnostic-v01,Q03-diagnostic-v01:W4386739700,https://openalex.org/W4386739700
R45f6c24c4e2b,Q03,Q03-diagnostic-v01,Q03-diagnostic-v01:W4366420437,https://openalex.org/W4366420437
R9e1f2fbe73e3,Q03,Q03-diagnostic-v01,Q03-diagnostic-v01:W4317910584,https://openalex.org/W4317910584
R4f390039d1ab,Q03,Q03-diagnostic-v01,Q03-diagnostic-v01:W4323313947,https://openalex.org/W4323313947
R89c96688921c,Q03,Q03-diagnostic-v01,Q03-diagnostic-v01:W4389437528,https://openalex.org/W4389437528
R0929bb2171e5,Q03,Q03-diagnostic-v01,Q03-diagnostic-v01:W4385422591,https://openalex.org/W4385422591
R47a99c6a2a22,Q03,Q03-diagnostic-v01,Q03-diagnostic-v01:W4366422585,https://openalex.org/W4366422585
Rcdc07fc2c26d,Q03,Q03-diagnostic-v01,Q03-diagnostic-v01:W4324046518,https://openalex.org/W4324046518
R321f21d0d0ac,Q03,Q03-diagnostic-v01,Q03-diagnostic-v01:W4362581834,https://openalex.org/W4362581834
Rd631200f8955,Q03,Q03-diagnostic-v01,Q03-diagnostic-v01:W4386072877,https://openalex.org/W4386072877
Ra332d0edfc80,Q03,Q03-diagnostic-v01,Q03-diagnostic-v01:W4360980141,https://openalex.org/W4360980141
R6865f737b7b2,Q03,Q03-diagnostic-v01,Q03-diagnostic-v01:W4388000629,https://openalex.org/W4388000629
R8c99b237cc49,Q03,Q03-diagnostic-v01,Q03-diagnostic-v01:W4386098991,https://openalex.org/W4386098991
Rea11eb0c151c,Q03,Q03-diagnostic-v01,Q03-diagnostic-v01:W4322761615,https://openalex.org/W4322761615
R87c51c74e174,Q03,Q03-diagnostic-v01,Q03-diagnostic-v01:W4391780419,https://openalex.org/W4391780419
R30564827797d,Q03,Q03-diagnostic-v01,Q03-diagnostic-v01:W4384934594,https://openalex.org/W4384934594
Rc65a0b946572,Q03,Q03-diagnostic-v01,Q03-diagnostic-v01:W4313678819,https://openalex.org/W4313678819
Ree7ce5cfbbba,Q03,Q03-diagnostic-v01,Q03-diagnostic-v01:W4390460241,https://openalex.org/W4390460241
R259d53e5dff2,Q03,Q03-diagnostic-v01,Q03-diagnostic-v01:W4389793309,https://openalex.org/W4389793309
Rb44c8123b5c6,Q03,Q03-diagnostic-v01,Q03-diagnostic-v01:W4387954002,https://openalex.org/W4387954002
Rb7c877927723,Q03,Q03-diagnostic-v01,Q03-diagnostic-v01:W4323536358,https://openalex.org/W4323536358
R4a90f68b71ab,Q03,Q03-diagnostic-v01,Q03-diagnostic-v01:W4392783116,https://openalex.org/W4392783116
R5a624410ffbf,Q03,Q03-diagnostic-v01,Q03-diagnostic-v01:W4321605350,https://openalex.org/W4321605350
R7b9918975321,Q03,Q03-diagnostic-v01,Q03-diagnostic-v01:W4399465031,https://openalex.org/W4399465031
R3b65fbff5728,Q03,Q03-diagnostic-v01,Q03-diagnostic-v01:W4386261125,https://openalex.org/W4386261125
R6eca0838314e,Q03,Q03-diagnostic-v01,Q03-diagnostic-v01:W4384464487,https://openalex.org/W4384464487
R4b4358ea60c7,Q03,Q03-diagnostic-v01,Q03-diagnostic-v01:W4389203481,https://openalex.org/W4389203481
Re1a88637cd6f,Q03,Q03-diagnostic-v01,Q03-diagnostic-v01:W4323359867,https://openalex.org/W4323359867
Rc9b18aa510a0,Q03,Q03-diagnostic-v01,Q03-diagnostic-v01:W4327518740,https://openalex.org/W4327518740
Rdbf7be536fc3,Q03,Q03-diagnostic-v01,Q03-diagnostic-v01:W4323655724,https://openalex.org/W4323655724
R7d52196b6325,Q03,Q03-diagnostic-v01,Q03-diagnostic-v01:W4319083882,https://openalex.org/W4319083882
R844bcbb40349,Q03,Q03-diagnostic-v01,Q03-diagnostic-v01:W4381982883,https://openalex.org/W4381982883
R61485dbf550f,Q03,Q03-diagnostic-v01,Q03-diagnostic-v01:W4384406891,https://openalex.org/W4384406891
Rdef2e28f34d6,Q03,Q03-diagnostic-v01,Q03-diagnostic-v01:W4383818129,https://openalex.org/W4383818129
R85b9373e562d,Q03,Q03-diagnostic-v01,Q03-diagnostic-v01:W4360620450,https://openalex.org/W4360620450
R5248f6cf36aa,Q03,Q03-diagnostic-v01,Q03-diagnostic-v01:W4324130227,https://openalex.org/W4324130227
R4319179822c9,Q03,Q03-diagnostic-v01,Q03-diagnostic-v01:W4385757151,https://openalex.org/W4385757151
R967217dd243e,Q03,Q03-diagnostic-v01,Q03-diagnostic-v01:W4383913712,https://openalex.org/W4383913712
Rfe45a1399b45,Q03,Q03-diagnostic-v01,Q03-diagnostic-v01:W4362466759,https://openalex.org/W4362466759
R4cff284c8fae,Q03,Q03-diagnostic-v01,Q03-diagnostic-v01:W4327918021,https://openalex.org/W4327918021
Rd9ae4d44e3db,Q03,Q03-diagnostic-v01,Q03-diagnostic-v01:W4388701278,https://openalex.org/W4388701278
R2628914b6a1f,Q03,Q03-diagnostic-v01,Q03-diagnostic-v01:W4405211386,https://openalex.org/W4405211386
R55a9cb8279d5,Q03,Q03-diagnostic-v01,Q03-diagnostic-v01:W4321368061,https://openalex.org/W4321368061
Rb977c167ba55,Q03,Q03-diagnostic-v01,Q03-diagnostic-v01:W4361204578,https://openalex.org/W4361204578
Rb79b003d1759,Q03,Q03-diagnostic-v01,Q03-diagnostic-v01:W4400137179,https://openalex.org/W4400137179
R034e1e514b77,Q04,Q04-diagnostic-v01,Q04-diagnostic-v01:W2133761762,https://openalex.org/W2133761762
R990f2b20c90f,Q04,Q04-diagnostic-v01,Q04-diagnostic-v01:W4294559022,https://openalex.org/W4294559022
R0096dbbfcfe1,Q04,Q04-diagnostic-v01,Q04-diagnostic-v01:W2999765337,https://openalex.org/W2999765337
Rf1a82318a248,Q04,Q04-diagnostic-v01,Q04-diagnostic-v01:W4384464487,https://openalex.org/W4384464487
R95b81fd91757,Q04,Q04-diagnostic-v01,Q04-diagnostic-v01:W3109650690,https://openalex.org/W3109650690
R09e260847be8,Q04,Q04-diagnostic-v01,Q04-diagnostic-v01:W2903808828,https://openalex.org/W2903808828
Rd05543755d7c,Q04,Q04-diagnostic-v01,Q04-diagnostic-v01:W4313648826,https://openalex.org/W4313648826
R29a15f979d80,Q04,Q04-diagnostic-v01,Q04-diagnostic-v01:W2902634493,https://openalex.org/W2902634493
R2062d3becdee,Q04,Q04-diagnostic-v01,Q04-diagnostic-v01:W2788403449,https://openalex.org/W2788403449
R13042fe59827,Q04,Q04-diagnostic-v01,Q04-diagnostic-v01:W3215201135,https://openalex.org/W3215201135
R5e797ee5c476,Q04,Q04-diagnostic-v01,Q04-diagnostic-v01:W4412013201,https://openalex.org/W4412013201
R35c069b519dc,Q04,Q04-diagnostic-v01,Q04-diagnostic-v01:W2962772482,https://openalex.org/W2962772482
Re2f4fa8d8729,Q04,Q04-diagnostic-v01,Q04-diagnostic-v01:W2981731882,https://openalex.org/W2981731882
R1eabc693ecec,Q04,Q04-diagnostic-v01,Q04-diagnostic-v01:W3012220842,https://openalex.org/W3012220842
R3e25760412a7,Q04,Q04-diagnostic-v01,Q04-diagnostic-v01:W3164011142,https://openalex.org/W3164011142
Rfb96e68031fc,Q04,Q04-diagnostic-v01,Q04-diagnostic-v01:W3036458852,https://openalex.org/W3036458852
R4faa8ed48ff8,Q04,Q04-diagnostic-v01,Q04-diagnostic-v01:W3119394424,https://openalex.org/W3119394424
Rd78c9ede3159,Q04,Q04-diagnostic-v01,Q04-diagnostic-v01:W3093033010,https://openalex.org/W3093033010
Rf07d211399a4,Q04,Q04-diagnostic-v01,Q04-diagnostic-v01:W4388624604,https://openalex.org/W4388624604
R4ff86e28844e,Q04,Q04-diagnostic-v01,Q04-diagnostic-v01:W4321113589,https://openalex.org/W4321113589
R9954ee7d8e07,Q04,Q04-diagnostic-v01,Q04-diagnostic-v01:W2616247523,https://openalex.org/W2616247523
R96c503bedf6b,Q04,Q04-diagnostic-v01,Q04-diagnostic-v01:W2958089299,https://openalex.org/W2958089299
Rcc6800d86d22,Q04,Q04-diagnostic-v01,Q04-diagnostic-v01:W2997468044,https://openalex.org/W2997468044
R686f070abec6,Q04,Q04-diagnostic-v01,Q04-diagnostic-v01:W3086560451,https://openalex.org/W3086560451
R47fa2dbf7c82,Q04,Q04-diagnostic-v01,Q04-diagnostic-v01:W4282972446,https://openalex.org/W4282972446
R7dea2bba6f18,Q04,Q04-diagnostic-v01,Q04-diagnostic-v01:W4386142022,https://openalex.org/W4386142022
Rb4fdbd6065f9,Q04,Q04-diagnostic-v01,Q04-diagnostic-v01:W4283169618,https://openalex.org/W4283169618
R850126bdbe02,Q04,Q04-diagnostic-v01,Q04-diagnostic-v01:W3198062477,https://openalex.org/W3198062477
Rd1613abc7cb1,Q04,Q04-diagnostic-v01,Q04-diagnostic-v01:W4290716979,https://openalex.org/W4290716979
Ra9c069eb003b,Q04,Q04-diagnostic-v01,Q04-diagnostic-v01:W4308292292,https://openalex.org/W4308292292
Rbcf33abeca17,Q04,Q04-diagnostic-v01,Q04-diagnostic-v01:W4386693657,https://openalex.org/W4386693657
R5fc7b319a69f,Q04,Q04-diagnostic-v01,Q04-diagnostic-v01:W4307570589,https://openalex.org/W4307570589
Rc5c2202fce63,Q04,Q04-diagnostic-v01,Q04-diagnostic-v01:W4394857110,https://openalex.org/W4394857110
R9356ec483558,Q04,Q04-diagnostic-v01,Q04-diagnostic-v01:W4366262984,https://openalex.org/W4366262984
R0c5ea2fe33ac,Q04,Q04-diagnostic-v01,Q04-diagnostic-v01:W4360620450,https://openalex.org/W4360620450
R7213f1eac869,Q04,Q04-diagnostic-v01,Q04-diagnostic-v01:W4321393171,https://openalex.org/W4321393171
R77fe5b32480d,Q04,Q04-diagnostic-v01,Q04-diagnostic-v01:W3003385079,https://openalex.org/W3003385079
R73b5f159d5fa,Q04,Q04-diagnostic-v01,Q04-diagnostic-v01:W2969625533,https://openalex.org/W2969625533
R0a9d31273bef,Q04,Q04-diagnostic-v01,Q04-diagnostic-v01:W4308885549,https://openalex.org/W4308885549
Rda862c3a1b6e,Q04,Q04-diagnostic-v01,Q04-diagnostic-v01:W2945295328,https://openalex.org/W2945295328
Rdd622b039e8a,Q04,Q04-diagnostic-v01,Q04-diagnostic-v01:W4319321305,https://openalex.org/W4319321305
Rb588ffefa068,Q04,Q04-diagnostic-v01,Q04-diagnostic-v01:W3001807593,https://openalex.org/W3001807593
Rc3b21cc2cec7,Q04,Q04-diagnostic-v01,Q04-diagnostic-v01:W2927351257,https://openalex.org/W2927351257
Rfc0159dab5d4,Q04,Q04-diagnostic-v01,Q04-diagnostic-v01:W2125330369,https://openalex.org/W2125330369
R70ddac6bb64b,Q04,Q04-diagnostic-v01,Q04-diagnostic-v01:W3215572174,https://openalex.org/W3215572174
R53ffdaa14225,Q04,Q04-diagnostic-v01,Q04-diagnostic-v01:W2954503794,https://openalex.org/W2954503794
Rb30585b57c8f,Q04,Q04-diagnostic-v01,Q04-diagnostic-v01:W3121787084,https://openalex.org/W3121787084
R8b3042993615,Q04,Q04-diagnostic-v01,Q04-diagnostic-v01:W4390879320,https://openalex.org/W4390879320
R28f5c774599d,Q04,Q04-diagnostic-v01,Q04-diagnostic-v01:W3093718041,https://openalex.org/W3093718041
Rc5ab402bb879,Q04,Q04-diagnostic-v01,Q04-diagnostic-v01:W4402659113,https://openalex.org/W4402659113
Ra05c278dde1d,Q05,Q05-diagnostic-v01,Q05-diagnostic-v01:W4387800173,https://openalex.org/W4387800173
R84de73b14942,Q05,Q05-diagnostic-v01,Q05-diagnostic-v01:W4414128336,https://openalex.org/W4414128336
Re99e74024cea,Q05,Q05-diagnostic-v01,Q05-diagnostic-v01:W4401042735,https://openalex.org/W4401042735
R2ee3c9d21523,Q05,Q05-diagnostic-v01,Q05-diagnostic-v01:W4413360566,https://openalex.org/W4413360566
R21a5dc1e3f77,Q05,Q05-diagnostic-v01,Q05-diagnostic-v01:W4402671555,https://openalex.org/W4402671555
Rcad9cdbf4257,Q05,Q05-diagnostic-v01,Q05-diagnostic-v01:W4404782883,https://openalex.org/W4404782883
Rf3882a5206b1,Q05,Q05-diagnostic-v01,Q05-diagnostic-v01:W4386556635,https://openalex.org/W4386556635
Ra0d07dda60a2,Q05,Q05-diagnostic-v01,Q05-diagnostic-v01:W4406813548,https://openalex.org/W4406813548
Rb4b174b4bb85,Q05,Q05-diagnostic-v01,Q05-diagnostic-v01:W4403248625,https://openalex.org/W4403248625
Ref0b9fccd750,Q05,Q05-diagnostic-v01,Q05-diagnostic-v01:W4414925442,https://openalex.org/W4414925442
R889f0a64f1a0,Q05,Q05-diagnostic-v01,Q05-diagnostic-v01:W4402670290,https://openalex.org/W4402670290
R0480ef2054c9,Q05,Q05-diagnostic-v01,Q05-diagnostic-v01:W4405272436,https://openalex.org/W4405272436
Rae07ede2ffdb,Q05,Q05-diagnostic-v01,Q05-diagnostic-v01:W4407197060,https://openalex.org/W4407197060
R1bec2c78e257,Q05,Q05-diagnostic-v01,Q05-diagnostic-v01:W4394838812,https://openalex.org/W4394838812
Ra673eef77727,Q05,Q05-diagnostic-v01,Q05-diagnostic-v01:W4389518671,https://openalex.org/W4389518671
Re4f836632941,Q05,Q05-diagnostic-v01,Q05-diagnostic-v01:W4392597393,https://openalex.org/W4392597393
Ra3091c0d45c0,Q05,Q05-diagnostic-v01,Q05-diagnostic-v01:W4410705984,https://openalex.org/W4410705984
Ra2ef40c33476,Q05,Q05-diagnostic-v01,Q05-diagnostic-v01:W4408145721,https://openalex.org/W4408145721
R97496c66e92d,Q05,Q05-diagnostic-v01,Q05-diagnostic-v01:W4409287760,https://openalex.org/W4409287760
R1c015b2c2315,Q05,Q05-diagnostic-v01,Q05-diagnostic-v01:W4411065983,https://openalex.org/W4411065983
R21c359d6ac9c,Q05,Q05-diagnostic-v01,Q05-diagnostic-v01:W4410362031,https://openalex.org/W4410362031
R10a278326935,Q05,Q05-diagnostic-v01,Q05-diagnostic-v01:W4389520468,https://openalex.org/W4389520468
Ra7c8388bcb17,Q05,Q05-diagnostic-v01,Q05-diagnostic-v01:W4401857375,https://openalex.org/W4401857375
R6919ffdc1be7,Q05,Q05-diagnostic-v01,Q05-diagnostic-v01:W4389519118,https://openalex.org/W4389519118
R5ffa75cb0ef8,Q05,Q05-diagnostic-v01,Q05-diagnostic-v01:W4409716856,https://openalex.org/W4409716856
R4b26c435a0fe,Q05,Q05-diagnostic-v01,Q05-diagnostic-v01:W4395050972,https://openalex.org/W4395050972
Rafec338b63de,Q05,Q05-diagnostic-v01,Q05-diagnostic-v01:W3176182290,https://openalex.org/W3176182290
R793a13404957,Q05,Q05-diagnostic-v01,Q05-diagnostic-v01:W4409352943,https://openalex.org/W4409352943
Rd399d21902c3,Q05,Q05-diagnostic-v01,Q05-diagnostic-v01:W4403574069,https://openalex.org/W4403574069
R73dd99f7ac92,Q05,Q05-diagnostic-v01,Q05-diagnostic-v01:W4393147129,https://openalex.org/W4393147129
Rc10c2ffd5f0f,Q05,Q05-diagnostic-v01,Q05-diagnostic-v01:W4390602555,https://openalex.org/W4390602555
